COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;BARRIO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX
00023200;CALLE;DE;ALEJANDRO CHACON;ALEJANDRO CHACÓN;15;7;1;9;14;26
31001895;AVENIDA;DE;ALEJANDRO DE LA SOTA;ALEJANDRO DE LA SOTA;16;6;-;-;6;6
31001895;AVENIDA;DE;ALEJANDRO DE LA SOTA;ALEJANDRO DE LA SOTA;21;4;1;51;2;4
00023300;CALLE;DE;ALEJANDRO DUMAS;ALEJANDRO DUMAS;02;1;1;17;2;12
00023400;CALLE;DE;ALEJANDRO FERRANT;ALEJANDRO FERRANT;02;5;1;11;2;10
00023600;CALLE;DE;ALEJANDRO GONZALEZ;ALEJANDRO GONZÁLEZ;04;3;1;11;2;12
31000645;CALLE;DE;ALEJANDRO HUMBOLT;ALEJANDRO HUMBOLT;18;1;13;19;-;-
00023700;CALLE;DE;ALEJANDRO MORAN;ALEJANDRO MORÁN;11;5;1;63;2;66
00023900;CALLE;DE;ALEJANDRO RODRIGUEZ;ALEJANDRO RODRÍGUEZ;06;1;1;39;2;36
00024000;CALLE;DE;ALEJANDRO SAINT AUBIN;ALEJANDRO SAINT AUBIN;02;3;1;13;2;10
00024200;CALLE;DE;ALEJANDRO SANCHEZ;ALEJANDRO SÁNCHEZ;11;2;1;115;2;104
00024300;TRAVESIA;DE;ALEJANDRO SANCHEZ;ALEJANDRO SÁNCHEZ;11;2;1;3;2;6
00024400;CALLE;DE;ALEJANDRO VILLEGAS;ALEJANDRO VILLEGAS;16;3;1;57;2;52
00024500;CALLE;DE;ALEMANIA;ALEMANIA;06;4;1;7;2;10
00024600;CALLE;DE;ALENZA;ALENZA;07;5;1;17;2;32
00001029;CALLE;DEL;ALERCE;ALERCE;12;2;1;31;8;30
00024700;CALLE;DE;ALESANCO;ALESANCO;09;4;1;17;2;8
00002859;CALLE;;ALFA;ALFA;21;2;1;9;2;10
00024900;CALLE;DE;ALFACAR;ALFACAR;16;4;1;1361;2;1290
00025100;CALLE;DE LA;ALFALFA;ALFALFA;06;5;1;49;2;38
00025200;CALLE;DE;ALFAMBRA;ALFAMBRA;05;6;3;7;14;14
00025400;CALLE;DEL;ALFAR;ALFAR;09;7;1;47;2;80
00177101;CALLE;DE LA;ALFARERIA;ALFARERÍA;09;7;1;15;2;14
00025600;CALLE;DE LOS;ALFAREROS;ALFAREROS;20;4;1;17;-;-
00025650;CALLE;DE;ALFARNATE;ALFARNATE;13;4;1;1;2;18
00025700;CALLE;DE;ALFARO;ALFARO;11;4;5;43;2;40
00026000;CALLE;DEL;ALFEREZ JUAN USERA;ALFÉREZ JUAN USERA;11;3;19;57;20;42
00026300;CALLE;DE;ALFONSO CEA;ALFONSO CEA;10;2;1;7;2;10
00026400;CALLE;DE;ALFONSO FERNANDEZ;ALFONSO FERNÁNDEZ;11;6;1;25;2;30B
00026500;CALLE;DE;ALFONSO FERNANDEZ CLAUSELLS;ALFONSO FERNÁNDEZ CLAUSELLS;09;3;1;37;2;22
00026600;CALLE;DE;ALFONSO GOMEZ;ALFONSO GÓMEZ;20;1;3;63;2;46
00026700;CALLE;DE;ALFONSO MARTINEZ CONDE;ALFONSO MARTÍNEZ CONDE;11;7;1;19;2;20
00002011;CALLE;DE;ALFONSO PASO;ALFONSO PASO;15;2;1;1;2;4
00026960;AVENIDA;DE;ALFONSO PEÑA BOEUF;ALFONSO PEÑA BOEUF;20;6;1;9;2;22
00026990;CALLE;DE;ALFONSO RODRIGUEZ CASTELAO;ALFONSO RODRÍGUEZ CASTELAO;08;3;1;21;2;28
00027010;CALLE;DE;ALFONSO RODRIGUEZ SANTAMARIA;ALFONSO RODRÍGUEZ SANTAMARÍA;05;1;1;33;2;32
00027200;CALLE;DE;ALFONSO VI;ALFONSO VI;01;1;1;5;2;8
00300900;CALLE;DE;ALFONSO VIII;ALFONSO VIII;05;5;1;11;4;28
00027300;CALLE;DE;ALFONSO X;ALFONSO X;07;4;1;5;2;6
00027400;CALLE;DE;ALFONSO XI;ALFONSO XI;03;5;1;19;2;18
00027500;CALLE;DE;ALFONSO XII;ALFONSO XII;03;5;1;21;2;68
00027700;AVENIDA;DE;ALFONSO XIII;ALFONSO XIII;05;3;1;39;2;48
00027700;AVENIDA;DE;ALFONSO XIII;ALFONSO XIII;05;4;41;113;50;130
00027700;AVENIDA;DE;ALFONSO XIII;ALFONSO XIII;05;5;115;169;134;204
00027600;CALLE;DE;ALFONSO XIII;ALFONSO XIII;13;6;1;19;2;10
31002034;CALLE;DE;ALFONSO ZAMORA VICENTE;ALFONSO ZAMORA VICENTE;11;2;5;5;-;-
00027800;CALLE;DE;ALFREDO ALEIX;ALFREDO ALEIX;11;6;1;37B;2;54
00027900;TRAVESIA;DE;ALFREDO ALEIX;ALFREDO ALEIX;11;6;1;9;2;8
00000953;CALLE;DE;ALFREDO BRAÑAS;ALFREDO BRAÑAS;14;4;1;7;2;6
00028000;CALLE;DE;ALFREDO CASTRO CAMBA;ALFREDO CASTRO CAMBA;13;2;1;43;2;42
00028050;CALLE;DE;ALFREDO MARQUERIE;ALFREDO MARQUERÍE;08;5;1;59;2;22
00028100;CALLE;DE;ALGABA;ALGABA;11;3;1;27;2;36
00028360;CALLE;DEL;ALGARROBO;ALGARROBO;08;7;1;15;2;36
00028400;CALLE;DE;ALGECIRAS;ALGECIRAS;01;1;1;7;2;8
00028500;CALLE;DE;ALGEMESI;ALGEMESÍ;21;3;35;47;50;62
00028500;CALLE;DE;ALGEMESI;ALGEMESÍ;21;4;19;33B;26;48
00028600;TRAVESIA;DE;ALGEMESI;ALGEMESÍ;21;4;1;11;2;8
00028650;CALLE;DE;ALGENIB;ALGENIB;09;7;1;1;2;8
00028700;CALLE;DE;ALGETE;ALGETE;02;4;1;17;2;12
00028800;CALLE;DEL;ALGODON;ALGODÓN;20;3;11;17;12;18
00028900;CALLE;DE LOS;ALGODONALES;ALGODONALES;06;6;1;73;2;72
00029000;CALLE;DE;ALGODRE;ALGODRE;11;3;1;5;2;4
00029000;CALLE;DE;ALGODRE;ALGODRE;11;4;7;15;6;8
00029300;CALLE;DE;ALGORTA;ALGORTA;11;3;1;41;2;30
00029500;CALLEJON;DEL;ALGUACIL;ALGUACIL;13;6;1;11;2;10
00001909;PLAZA;DE;ALHAMA DE ALMERIA;ALHAMA DE ALMERÍA;16;5;1;5;2;4
00029650;CALLE;DE LA;ALHAMBRA;ALHAMBRA;10;1;1;89;-;-
00029650;CALLE;DE LA;ALHAMBRA;ALHAMBRA;10;3;-;-;2;104
00001155;CALLE;DE;ALHAURIN;ALHAURÍN;21;4;1;19;2;20
00029800;AVENIDA;DE LOS;ALHELIES;ALHELÍES;05;4;1;35;2;26
00024450;CALLE;DE;ALHENA;ALHENA;09;7;1;9;2;6
00029830;CALLE;DE LA;ALHONDIGA;ALHÓNDIGA;21;3;1;21;2;30
00029850;CALLE;DE;ALIAGA;ALIAGA;20;7;1;5;2;14
00000998;CALLE;DE LA;ALIANZA;ALIANZA;17;4;1;47;2;28
00029900;CALLE;DE;ALICANTE;ALICANTE;02;5;1;31;2;14
00030000;CALLE;DE;ALICIA BAENA;ALICIA BAENA;08;3;1;35;2;34
00001907;CALLE;DE;ALICUN;ALICÚN;16;5;1;29;2;30
00030200;CALLE;DEL;ALIGUSTRE;ALIGUSTRE;06;5;1;55;2;38
00030300;CALLE;DE;ALISEDA;ALISEDA;11;5;1;45;2;34
00030400;CALLE;DE;ALJARAFE;ALJARAFE;13;1;-;-;2;6
00030600;CALLE;DE;ALLARIZ;ALLARIZ;11;6;1;5;2;12
00030800;CALLE;DE;ALLENDESALAZAR;ALLENDESALAZAR;15;7;-;-;2;10
00031000;PLAZA;DE;ALLOZ;ALLOZ;11;5;1;3;4;4
00031300;CALLE;DE;ALMADEN;ALMADÉN;01;3;1;21;2;28
00031400;CALLE;DE;ALMAGRO;ALMAGRO;07;4;1;33;2;46
00031500;CALLE;DEL;ALMANAQUE;ALMANAQUE;20;6;1;59;2;16
00031600;CALLE;DE;ALMANSA;ALMANSA;06;1;1;59;2;70
00031600;CALLE;DE;ALMANSA;ALMANSA;09;3;73;107;74;110
00905063;TRAVESIA;DE;ALMANSA;ALMANSA;09;3;-;-;2;8
00031700;CALLE;DEL;ALMANZORA;ALMANZORA;09;7;1;75;2;34
00031750;CALLE;DE;ALMARZA;ALMARZA;16;4;1;51;2;72
00031800;CALLE;DE;ALMAZAN;ALMAZÁN;10;3;1;33;2;52
00031900;CALLE;DE LA;ALMAZARA;ALMAZARA;20;4;-;-;6;8
00032000;CALLE;DE;ALMEDINA;ALMEDINA;11;5;1;3;2;8
00032200;CALLE;DE LAS;ALMENAS;ALMENAS;08;1;1;15;2;136
00032300;CALLE;DE;ALMENDRALEJO;ALMENDRALEJO;11;3;1;13;2;12
00032500;CALLE;DE LOS;ALMENDRALES;ALMENDRALES;12;4;13;43;10;34
00032500;CALLE;DE LOS;ALMENDRALES;ALMENDRALES;12;5;1;11;2;8
31000044;GLORIETA;DE LA;ALMENDRERA;ALMENDRERA;21;4;9;9;-;-
00032600;CALLE;DEL;ALMENDRO;ALMENDRO;01;1;1;27;2;22
00032800;TRAVESIA;DEL;ALMENDRO;ALMENDRO;01;1;1;9;2;2
00032900;CALLE;DE;ALMERIA;ALMERÍA;04;3;1;7;2;10
00000872;CALLE;DEL;ALMEZ;ALMEZ;02;7;1;3;2;4
00033000;CALLE;DEL;ALMIRANTE;ALMIRANTE;01;4;1;29;2;32
00033025;CALLE;DEL;ALMIRANTE FRANCISCO MORENO;ALMIRANTE FRANCISCO MORENO;09;3;1;13;-;-
00033100;CALLE;DEL;ALMIRANTE REQUESENS;ALMIRANTE REQUESENS;10;2;1;13;8;22
00033300;PLAZA;DE;ALMODOVAR;ALMODÓVAR;11;3;-;-;2;2
00033350;CALLE;DE;ALMOGIA;ALMOGÍA;13;4;-;-;2;18
00033500;CALLE;DE;ALMONACID;ALMONACID;13;6;1;27;2;38
00002256;CALLE;DE;ALMONTE;ALMONTE;18;1;1;33;2;20
00033600;CALLE;DE;ALMORADI;ALMORADÍ;11;5;1;5;2;6
00033700;CALLE;DE;ALMOROX;ALMOROX;09;4;1;5;6;12
00033800;CALLE;DE LAS;ALMORTAS;ALMORTAS;06;5;1;25;2;40D
00034100;CALLE;DE LA;ALMUDENA;ALMUDENA;01;1;1;3;2;2
00034300;PLAZA;DE;ALMUÑECAR;ALMUÑÉCAR;09;1;1;11;2;10
00034400;CALLE;DE;ALMURADIEL;ALMURADIEL;13;1;1;199;2;302
00034500;CALLE;DE LA;ALONDRA;ALONDRA;11;4;1;51;2;52
00034700;CALLE;DE;ALONSO CANO;ALONSO CANO;07;4;1;31;2;16
00034700;CALLE;DE;ALONSO CANO;ALONSO CANO;07;5;33;103;18;86
00034800;CALLE;DE;ALONSO CARBONELL;ALONSO CARBONELL;02;3;1;7;2;10
00035000;CALLE;DE;ALONSO CASTRILLO;ALONSO CASTRILLO;06;3;1;21;2;24
00000962;CALLE;DE;ALONSO DE CONTRERAS;ALONSO DE CONTRERAS;20;8;1;25;2;32
00034600;CALLE;DE;ALONSO DEL BARCO;ALONSO DEL BARCO;02;6;1;15;2;16
00035100;CALLE;DE;ALONSO FERNANDEZ;ALONSO FERNÁNDEZ;10;2;1;3;2;4
00035200;CALLE;DE;ALONSO HEREDIA;ALONSO HEREDIA;04;4;1;31;2;34
00035300;PLAZA;DE;ALONSO MARTINEZ;ALONSO MARTÍNEZ;07;3;1;3;2;2
00035300;PLAZA;DE;ALONSO MARTINEZ;ALONSO MARTÍNEZ;07;4;5;7;4;6
00035400;CALLE;DE;ALONSO MARTOS;ALONSO MARTOS;02;5;1;5;2;14
00035500;CALLE;DE;ALONSO NUÑEZ;ALONSO NÚÑEZ;06;6;1;35;2;32
00035600;CALLE;DE;ALONSO QUIJANO;ALONSO QUIJANO;08;6;1;71J;2;54
00035700;CALLE;DE;ALONSO SAAVEDRA;ALONSO SAAVEDRA;15;9;1;5;8;16
00035700;CALLE;DE;ALONSO SAAVEDRA;ALONSO SAAVEDRA;16;5;7;31;18;48
00035800;CALLE;DE;ALORA;ALORA;13;4;1;27;2;28
00035750;PLAZA;DE;ALOSNO;ALOSNO;19;2;5;7;4;6
00036000;CALLE;DE;ALOZAINA;ALOZAINA;12;3;1;1;2;6
00002453;CALLE;DE LOS;ALPES;ALPES;20;5;7;27;2;4
00002496;CALLE;DE LAS;ALPUJARRAS;ALPUJARRAS;19;1;1;7;2;24
00036400;CALLE;DE LA;ALQUIMIA;ALQUIMIA;20;4;1;7;2;8
00002568;PLAZA;DE;ALSACIA;ALSACIA;20;4;1;1;-;-
00036500;CALLE;DE;ALSASUA;ALSASUA;09;6;-;-;14;24
00036500;CALLE;DE;ALSASUA;ALSASUA;09;7;1;11;2;12
00036775;CALLE;DE;ALTAIR;ALTAIR;09;5;1;7;2;14
00036800;CALLE;DE;ALTAMIRA;ALTAMIRA;15;1;1;15;2;6
00037000;CALLE;DE;ALTAMIRANO;ALTAMIRANO;09;2;1;39;2;52
00037100;CALLE;DE;ALTEA;ALTEA;09;4;1;29;6;10
00906231;CAMINO;;ALTO DE HORTALEZA;ALTO DE HORTALEZA;16;6;1;27;2;6
00906231;CAMINO;;ALTO DE HORTALEZA;ALTO DE HORTALEZA;21;4;-;-;14;44
31000614;CALLE;DEL;ALTO DE LA SARTENILLA;ALTO DE LA SARTENILLA;18;1;1;17;2;56
00001071;CAMINO;;ALTO DE SAN ISIDRO;ALTO DE SAN ISIDRO;11;3;1;27;2;28
31001767;CALLE;DEL;ALTO DEL ESPARRAGAL;ALTO DEL ESPARRAGAL;19;1;-;-;2;228
00037575;CALLE;DEL;ALTO DEL LEON;ALTO DEL LEÓN;13;6;1;11;2;16
31000638;CALLE;DEL;ALTO DEL RETIRO;ALTO DEL RETIRO;18;1;1;39;2;26
00037700;CALLE;DE LOS;ALTOS DE CABREJAS;ALTOS DE CABREJAS;13;6;1;13;2;16
00037750;CALLE;DE LOS;ALTOS DE LILLO;ALTOS DE LILLO;18;1;1;7;2;8
00037800;CALLE;DE LOS;ALTOS DE SACERUELA;ALTOS DE SACERUELA;18;1;1;7;2;6
00037900;CALLE;DEL;ALTOZANO;ALTOZANO;09;7;1;9;2;6
00038000;CALLE;DE;ALUCAS;ALUCAS;15;2;1;3;2;6
00038100;CALLE;DEL;ALUMINIO;ALUMINIO;17;3;1;3;2;6
00038200;CALLE;DE;ALUSTANTE;ALUSTANTE;05;2;1;33;2;28
00038300;CALLE;DE;ALVARADO;ALVARADO;06;1;1;29;2;34
00038400;CALLE;DE;ALVAREZ;ÁLVAREZ;06;4;1;29;2;28
00038600;CALLE;DE;ALVAREZ ABELLAN;ÁLVAREZ ABELLÁN;11;5;1;43;2;34
00038800;CALLE;DE;ALVAREZ DE BAENA;ÁLVAREZ DE BAENA;05;1;1;9;2;4A
00038900;CALLE;DE;ALVAREZ GATO;ÁLVAREZ GATO;01;3;1;9;2;8
00039000;CALLE;DE;ALVARO CABALLERO;ÁLVARO CABALLERO;09;6;1;33C;2;40
00001834;CALLE;DE;ALVARO CUNQUEIRO;ÁLVARO CUNQUEIRO;08;3;1;69;2;42
00000927;CALLE;DE LA;ALVERJA;ALVERJA;10;3;1;19;2;20
00601400;CALLE;DE;ALZINA;ALZINA;11;6;1;43;2;52D
00039200;CALLE;DE;ALZOLA;ALZOLA;12;1;1;143;2;24
00039500;CALLE;DE;AMADEO FERNANDEZ;AMADEO FERNÁNDEZ;17;1;1;19;-;-
00039600;CALLE;DE;AMADEO GOMEZ;AMADEO GÓMEZ;08;3;1;45E;2;62D
00039700;CALLE;DE;AMADEO I;AMADEO I;13;6;1;21;2;22
00039900;CALLE;DE;AMADO NERVO;AMADO NERVO;03;6;1;15;2;14
00040100;CALLE;DE;AMADOR DE LOS RIOS;AMADOR DE LOS RÍOS;07;4;1;9;2;10
00040200;CALLE;DE;AMADOR VALDES;AMADOR VALDÉS;15;1;3;15;2;24
00040000;CALLE;DE;AMADOR Y FERNANDO;AMADOR Y FERNANDO;09;3;1;15;2;16
00040300;CALLE;DE;AMALARICO;AMALARICO;11;3;1;55;2;36
00040400;PASAJE;DE;AMALARICO;AMALARICO;11;3;1;9;2;10
00040500;CALLE;DE;AMALIA;AMALIA;06;3;1;23;2;26
00042200;CALLE;DE;AMALIA MARCOS;AMALIA MARCOS;18;1;1;11;2;10
00042300;TRAVESIA;DE;AMALIA MARCOS;AMALIA MARCOS;18;1;1;3;2;4
31000027;CALLE;DE;AMALTEA;AMALTEA;02;5;1;15;2;4
00040600;CALLE;DEL;AMANECER;AMANECER;11;5;1;13;2;8
00002871;PLAZA;DEL;AMANECER EN MENDEZ ALVARO;AMANECER EN MÉNDEZ ÁLVARO;02;5;1;7;2;6
00040700;CALLE;DE;AMANIEL;AMANIEL;01;5;1;39;2;40
00040900;CALLE;DE LAS;AMAPOLAS;AMAPOLAS;07;6;1;7;2;8B
00041000;CALLE;DE;AMARA;AMARA;15;5;1;15;2;10
00041200;CALLE;DE LA;AMARGURA;AMARGURA;10;2;1;3;2;4
00041400;CALLE;DE;AMAYA;AMAYA;12;3;1;57;2;56
00041500;CALLE;DE LAS;AMAZONAS;AMAZONAS;01;2;1;1;2;6
00041600;CALLE;DEL;AMBAR;ÁMBAR;17;4;1;23;2;26
00001117;CALLE;DE;AMBERES;AMBERES;21;5;1;7;2;10
00002428;PASAJE;DE;AMBITE;AMBITE;14;3;1;1;2;2
00041700;CALLE;DE;AMBROS;AMBROS;04;3;1;33;2;36
00041900;CALLE;DE;AMBROSIO VALLEJO;AMBROSIO VALLEJO;06;6;1;23;2;28
00042000;CALLE;DE;AMBROZ;AMBROZ;19;1;1;17;2;14
00042000;CALLE;DE;AMBROZ;AMBROZ;19;2;19;23;16;24
00042100;TRAVESIA;DE;AMBROZ;AMBROZ;19;2;1;7;2;6
00042010;CAMINO;DE;AMBROZ A COSLADA;AMBROZ A COSLADA;20;5;17;75;16;62
00042500;AVENIDA;DE;AMERICA;AMÉRICA;04;4;-;-;2;66
00042500;AVENIDA;DE;AMERICA;AMÉRICA;05;2;1;65;-;-
00042500;AVENIDA;DE;AMERICA;AMÉRICA;15;5;-;-;68;80
00042500;AVENIDA;DE;AMERICA;AMÉRICA;15;6;79;81;-;-
00042500;AVENIDA;DE;AMERICA;AMÉRICA;16;1;113;113;-;-
00042500;AVENIDA;DE;AMERICA;AMÉRICA;21;1;113;119;-;-
00042600;PLAZA;DE;AMERICA ESPAÑOLA;AMÉRICA ESPAÑOLA;04;3;3;5;2;4
31000022;CALLE;DEL;AMERICIO;AMERICIO;17;3;15;25;2;2
31000080;CALLE;DE;AMERICO CASTRO;AMÉRICO CASTRO;16;6;1;31;8;122
00042750;CALLE;DE LA;AMISTAD;AMISTAD;11;4;1;25;2;30
00042800;CALLE;DE LA;AMNISTIA;AMNISTÍA;01;1;1;9;2;12
00042900;CALLE;DEL;AMOR DE DIOS;AMOR DE DIOS;01;3;1;19;2;14
00043000;CALLE;DEL;AMOR HERMOSO;AMOR HERMOSO;12;4;25;95;28;102
00043000;CALLE;DEL;AMOR HERMOSO;AMOR HERMOSO;12;5;1;23;2;26
00043000;CALLE;DEL;AMOR HERMOSO;AMOR HERMOSO;12;7;-;-;104;104
00043100;CALLE;DE;AMOREBIETA;AMOREBIETA;09;6;1;31;2;26
00043200;CALLE;DE;AMOROS;AMORÓS;04;4;1;17;2;8
00043300;CALLE;DE;AMOS DE ESCALANTE;AMÓS DE ESCALANTE;15;2;1;45;2;30
00043400;CALLE;DE;AMPARO;AMPARO;01;2;1;115;2;102
00043500;CALLE;DE;AMPARO USERA;AMPARO USERA;12;5;1;47;2;48
00043600;CALLE;DE;AMPELIDO;AMPELIDO;10;2;1;31;2;56
00043700;CALLE;DE;AMPOSTA;AMPOSTA;20;3;1;11;2;24
00043700;CALLE;DE;AMPOSTA;AMPOSTA;20;4;13;35;34;34
00043800;CALLE;DE;AMPUERO;AMPUERO;17;5;1;17;2;16
00001118;CALLE;DE;AMSTERDAM;AMSTERDAM;21;5;1;9;2;8
00043900;CALLE;DE;AMURRIO;AMURRIO;09;5;1;1;2;8
00044000;CALLE;DE;ANA ALBI;ANA ALBI;11;7;1;21;2;20
31000070;CALLE;DE;ANA DE AUSTRIA;ANA DE AUSTRIA;16;6;3;111;4;66
00044200;CALLE;DE;ANA MARIA;ANA MARÍA;06;5;1;51;4;48
00002524;CALLE;DE;ANA MARISCAL;ANA MARISCAL;19;1;1;3;2;2
00044500;CALLE;DE;ANA TERESA;ANA TERESA;09;7;1;89;2;50
00044600;CALLE;DEL;ANADE;ÁNADE;11;3;1;19;2;14
00044700;CALLE;DE;ANASTASIA LOPEZ;ANASTASIA LÓPEZ;08;6;1;31;2;24
00044800;CALLE;DE;ANASTASIO AROCA;ANASTASIO AROCA;05;2;3;29;4;22
00045000;CALLE;DE;ANASTASIO HERRERO;ANASTASIO HERRERO;06;2;1;9;2;18
00002434;PASAJE;DE;ANCHUELO;ANCHUELO;14;3;1;3;2;8
00905496;PASAJE;DE LOS;ANCIANOS;ANCIANOS;08;7;1;15;2;24
00045300;CALLE;DE;ANCIU;ANCIÚ;11;5;-;-;2;6
00045400;CALLE;DEL;ANCORA;ÁNCORA;02;6;1;45;2;42
00045500;PASAJE;DEL;ANCORA;ÁNCORA;02;6;1;5;2;12
00045550;CALLE;DE LOS;ANDALUCES;ANDALUCES;13;4;1;25;2;38
00045575;CALLE;DE LOS;ANDALUCES DEL POZO;ANDALUCES DEL POZO;13;1;1;9;2;20
00045700;AVENIDA;DE;ANDALUCIA;ANDALUCÍA;12;2;-;-;2;40
00045700;AVENIDA;DE;ANDALUCIA;ANDALUCÍA;12;3;1;21;-;-
00045700;AVENIDA;DE;ANDALUCIA;ANDALUCÍA;17;1;-;-;66;100
00045700;AVENIDA;DE;ANDALUCIA;ANDALUCÍA;17;2;73;75;-;-
00045700;AVENIDA;DE;ANDALUCIA;ANDALUCÍA;17;3;81;85;-;-
00045700;AVENIDA;DE;ANDALUCIA;ANDALUCÍA;17;4;45;49;-;-
00045700;AVENIDA;DE;ANDALUCIA;ANDALUCÍA;17;5;-;-;60;60
00045600;CALLE;DE;ANDALUCIA;ANDALUCÍA;03;2;1;19;2;8
00045750;CALLE;DEL;ANDARRIOS;ANDARRÍOS;16;2;1;23;2;30
00000858;AVENIDA;DE LOS;ANDES;ANDES;16;1;-;-;2;52
00000858;AVENIDA;DE LOS;ANDES;ANDES;16;2;9;31;-;-
00045800;CALLE;DE;ANDEVALO;ANDÉVALO;13;1;1;17;2;42
00045950;CALLE;DE;ANDORRA;ANDORRA;16;3;1;115;2;36
00046000;CALLE;DE;ANDREA JORDAN;ANDREA JORDÁN;17;4;1;29;4;22
00046200;CALLE;DE;ANDREA PUECH;ANDREA PUECH;06;5;1;15;2;18
00046300;CALLE;DE;ANDRES ANTON;ANDRÉS ANTÓN;15;1;1;7;2;8
00046400;CALLE;DE;ANDRES ARTEAGA;ANDRÉS ARTEAGA;12;5;1;9;2;30
00046500;PLAZA;DE;ANDRES ARTEAGA;ANDRÉS ARTEAGA;12;5;1;9;2;10
00046600;CALLE;DE;ANDRES BELLO;ANDRÉS BELLO;04;3;1;17;2;18
00046700;CALLE;DE;ANDRES BORREGO;ANDRÉS BORREGO;01;5;1;21;2;20
00002919;CALLE;DE;ANDRES DE URDANETA;ANDRÉS DE URDANETA;02;4;1;7;6;12
00047200;CALLE;DE;ANDRES HERRANZ;ANDRÉS HERRANZ;15;1;1;5;2;2
00001176;PLAZA;DE;ANDRES JAUREGUI;ANDRÉS JÁUREGUI;16;3;5;17;4;18
00047500;PLAZA;DE;ANDRES MANJON;ANDRÉS MANJÓN;05;6;5;7;-;-
00047600;CALLE;DE;ANDRES MELLADO;ANDRÉS MELLADO;07;1;1;73;2;92B
00047600;CALLE;DE;ANDRES MELLADO;ANDRÉS MELLADO;07;6;75;89;94;116
00047700;TRAVESIA;DE;ANDRES MELLADO;ANDRÉS MELLADO;07;1;1;9;2;10
00047800;CALLE;DE;ANDRES OBISPO;ANDRÉS OBISPO;16;3;1;71;2;40
00000704;PLAZA;DE;ANDRES SEGOVIA;ANDRÉS SEGOVIA;05;3;1;1B;2;2
00048000;PLAZA;DE;ANDRES SOLOAGA;ANDRÉS SOLOAGA;10;4;1;3;2;4
00048100;CALLE;DE;ANDRES TAMAYO;ANDRÉS TAMAYO;04;4;1;27;2;30
00048200;CALLE;DE;ANDRES TORREJON;ANDRÉS TORREJÓN;03;1;1;11;2;12
00048200;CALLE;DE;ANDRES TORREJON;ANDRÉS TORREJÓN;03;5;13;19;14;26
00001869;CALLE;DE;ANDROMEDA;ANDRÓMEDA;09;7;1;43;2;32
00048400;CALLE;DE;ANDUJAR;ANDÚJAR;10;2;1;7;2;6
00048500;CALLE;DE LAS;ANEMONAS;ANÉMONAS;15;9;-;-;2;2
00048600;CALLE;DEL;ANGEL;ÁNGEL;01;1;1;19;2;18
00048800;PLAZA;DEL;ANGEL;ÁNGEL;01;3;1;17;2;16
00049000;CALLE;DE;ANGEL BEATO;ÁNGEL BEATO;08;3;1;41;2;32
00905004;GLORIETA;DEL;ANGEL CAIDO;ÁNGEL CAÍDO;03;5;-;-;4;4
00049100;PLAZA;DE;ANGEL CARBAJO;ÁNGEL CARBAJO;06;3;1;13;2;12
00049200;CALLE;DE;ANGEL CAVERO;ÁNGEL CAVERO;16;2;1;35;2;34
00049400;CALLE;DE;ANGEL DE DIEGO ROLDAN;ÁNGEL DE DIEGO ROLDÁN;05;4;1;31;2;48
00050100;CALLE;DEL;ANGEL DE LA GUARDA;ÁNGEL DE LA GUARDA;20;7;3;5;2;8
00048900;CALLE;DEL;ANGEL DEL ALCAZAR;ÁNGEL DEL ALCÁZAR;15;3;1;7;2;8
00000979;CALLE;DE;ANGEL DIAZ ZAMORANO;ÁNGEL DÍAZ ZAMORANO;12;3;-;-;2;10
00049500;CALLE;DE;ANGEL DOMINGUEZ;ÁNGEL DOMÍNGUEZ;08;3;3;21;4;20
00049700;CALLE;DE;ANGEL FERNANDEZ LABRADA;ÁNGEL FERNÁNDEZ LABRADA;10;2;1;7;2;6
00049800;CALLE;DE;ANGEL GANIVET;ÁNGEL GANIVET;03;6;1;27;2;30
00049900;CALLE;DE;ANGEL GONZALEZ TEJEDOR;ÁNGEL GONZÁLEZ TEJEDOR;15;1;1;15;2;18
00050000;CALLE;DE;ANGEL GORDILLO;ÁNGEL GORDILLO;15;8;3;3B;-;-
00050200;CALLE;DE;ANGEL HERNANDEZ;ÁNGEL HERNÁNDEZ;05;2;13;21;-;-
00050300;CALLE;DE;ANGEL LARRA;ÁNGEL LARRA;15;4;1;39;2;40
00050500;CALLE;DE;ANGEL LUIS DE LA HERRAN;ÁNGEL LUIS DE LA HERRÁN;16;4;1;39;2;46
00050800;CALLE;DE;ANGEL MUGICA;ÁNGEL MÚGICA;08;6;1;55;2;56
00050900;CALLE;DE;ANGEL MUÑOZ;ÁNGEL MUÑOZ;15;6;1;27;2;22E
00051100;CALLE;DE;ANGEL PUECH;ÁNGEL PUECH;06;5;1;11;2;12
00051200;CALLE;DE;ANGEL RIPOLL;ÁNGEL RIPOLL;11;5;1;41;2;52
00051300;CALLE;DE;ANGELA GONZALEZ;ÁNGELA GONZÁLEZ;13;6;1;9;2;30
00051600;COSTANILLA;DE LOS;ANGELES;ÁNGELES;01;1;1;15;-;-
00051600;COSTANILLA;DE LOS;ANGELES;ÁNGELES;01;6;-;-;2;20
00001851;PLAZA;DE LOS;ANGELES CUSTODIOS;ÁNGELES CUSTODIOS;09;4;1;1;-;-
